cinema_id,show_id,title,hall,seats_available,date,start_time,end_time
CINEMARK,72b3c971-1392-4d87-8b8f-b48e913fb4c5,Once bad whatever.,Sala 1,56,2024-12-30,18:45,20:47
CINEMARK,992d43b8-a947-4ab8-8d52-44e539efcdf4,Catch hundred capital.,Sala 4,180,2024-12-29,18:59,20:34
CINEMARK,d388f967-e631-4137-82da-413864451df4,Often detail.,Sala 2,84,2024-12-14,08:04,09:35
CINEMARK,d238f06a-ccd7-40d9-aeaf-b07b539d71c9,Spring ever.,Sala 4,161,2024-12-26,09:15,11:43
CINEMARK,5cf1bec9-30e8-45ec-95e9-dafb62fb4fd7,Dinner black visit.,Sala 4,63,2024-12-11,01:59,03:28
CINEMARK,7d13fdb5-4ab0-4017-960e-1a7086db3df2,Story group.,Sala 1,80,2024-12-24,01:22,02:51
CINEMARK,80550a4e-444f-49f3-acf5-1080e81246f2,Interesting.,Sala 4,195,2024-12-18,05:00,07:41
CINEMARK,6b7c1e73-d976-4c39-8890-65a197d6460e,Break great.,Sala 2,126,2024-12-22,05:26,06:41
CINEMARK,5b351cc2-4557-4056-b45d-2a9fd018c4c1,Owner over.,Sala 5,103,2024-12-01,10:36,12:01
CINEMARK,f8d0670a-391b-4ba8-ba93-c423b54ccdbf,Camera forward rate.,Sala 4,96,2024-12-05,18:17,19:57
CINEMARK,f0ffeafc-793c-4ec5-b26c-2ab5c1f59e25,Him.,Sala 3,118,2024-12-20,17:49,19:13
CINEMARK,847767c3-d5cb-4f88-8dde-84c81efe8b3a,Protect blue necessary.,Sala 1,125,2024-12-23,00:18,01:43
CINEMARK,6b417065-aab4-437a-98b7-6a0a7f3d8fd1,On heavy answer.,Sala 5,158,2024-12-03,09:27,12:03
CINEMARK,a3dd997d-6282-41ed-9ba1-c2773e78b4a6,Up month.,Sala 1,165,2024-12-19,20:01,22:46
CINEMARK,1d2f4981-065b-49cc-ac31-4963f2174745,Perform town.,Sala 2,110,2024-12-27,02:22,03:55
CINEMARK,f6bbe400-a8d2-4a02-8e00-9d6df9694bda,Material money billion.,Sala 3,143,2024-12-24,12:06,13:20
CINEMARK,22388eb3-9e09-4c6c-9ede-b8bb5afd4579,Artist itself.,Sala 3,135,2024-12-05,20:06,22:20
CINEMARK,cfb25e86-f260-4761-9c9a-6ac18d25832b,Election however store.,Sala 5,103,2024-12-06,19:09,21:45
CINEMARK,9bc746a0-3bca-4859-a75c-523124d983ac,Officer study.,Sala 3,117,2024-12-06,20:22,22:12
CINEMARK,0d98ec69-0367-4cfa-a2d1-ce78cde83317,Need PM.,Sala 3,87,2024-12-23,00:41,03:15
CINEMARK,e614c6d8-413a-481e-bcb4-e3cfbce6f824,Woman attorney.,Sala 5,94,2024-12-20,04:29,05:49
CINEMARK,d92a18cf-9e34-4e75-beff-8b7c32623693,Throw executive.,Sala 2,66,2024-12-21,08:01,09:11
CINEMARK,f9d73d9c-f7d9-42cb-9ebb-8ae4094570a8,Cup also.,Sala 3,177,2024-12-26,00:12,01:54
CINEMARK,fefadfcd-c4e1-4429-a9f8-54ec8cee9124,Next amount reduce.,Sala 2,175,2024-12-29,20:30,22:19
CINEMARK,66705df4-e80f-4ac9-8988-9824add7ae59,Machine large form.,Sala 4,189,2024-12-07,15:44,17:09
CINEMARK,5f7618bc-9f73-4b36-a907-819a14fc5eda,Main position consider.,Sala 1,86,2024-12-23,05:19,06:23
CINEMARK,c93d2ca0-7ba8-4feb-bb91-15fe268618c9,Do free.,Sala 1,104,2024-12-16,17:24,19:52
CINEMARK,de6ed389-8daa-451c-a838-7bd57efe5ef9,Be more well.,Sala 1,143,2024-12-16,18:47,19:56
CINEMARK,fa68003a-01a2-4b05-ba16-0363133cd3b9,Key yard.,Sala 1,142,2024-12-21,02:31,05:09
CINEMARK,d9136aac-283d-45b3-a25a-fe8beb7b56d6,Popular.,Sala 5,186,2024-12-29,19:42,21:18
CINEMARK,89f2527c-6592-4982-a741-85a5711d0d0b,Language today analysis.,Sala 3,95,2024-12-05,12:55,15:48
CINEMARK,03b00f31-ead0-4fb0-8144-209646b5c1aa,Particular we.,Sala 3,116,2024-12-08,10:06,13:06
CINEMARK,869a4910-7185-4acb-bb49-e9eef47da017,Expect nor she.,Sala 4,164,2024-12-25,00:09,01:19
CINEMARK,40921877-4ff2-4e52-95b9-bfd118ccb2cf,Need.,Sala 3,105,2024-12-26,08:50,11:40
CINEMARK,2b3ce5ef-83bb-4acb-bc57-97dfe5db7459,House international.,Sala 1,64,2024-12-10,17:24,20:09
CINEMARK,be5e1655-3935-4092-9088-3325f85be282,Fast power another.,Sala 4,143,2024-12-12,20:22,23:04
CINEMARK,5854abc6-4394-4498-8f18-8be099273ff8,Build couple individual.,Sala 4,176,2024-12-10,13:02,15:24
CINEMARK,2efbb9fb-7b09-41c4-9fb8-e90ed6c04217,Stay attention.,Sala 1,141,2024-12-26,04:22,06:12
CINEMARK,ccf01889-2045-41e4-ac9c-fcad71a9ebef,Different avoid onto piece.,Sala 3,52,2024-12-11,22:29,00:08
CINEMARK,5aa4e7e9-e859-45ff-b18b-0b9f5b914e98,Any clear bed.,Sala 1,55,2024-12-19,17:06,19:50
CINEMARK,a24eb130-031b-4fcd-8063-b29b2803d8de,Purpose whom evening.,Sala 5,176,2024-12-25,04:34,06:00
CINEMARK,c381af67-11c2-4462-a3c4-84b6e77d73fe,Would institution.,Sala 2,176,2024-12-02,11:47,13:48
CINEMARK,1677d26c-c8f6-4341-baae-1541002079c6,Draw scene.,Sala 5,113,2024-12-01,20:44,22:27
CINEMARK,478f3055-681e-49e3-968d-1d87df957451,Guess side.,Sala 1,118,2024-12-24,06:53,09:20
CINEMARK,cc371152-e9de-4f12-be77-2fc379af31eb,Carry sort young save.,Sala 2,186,2024-12-23,18:47,21:20
CINEMARK,cf32db84-6c6b-434c-8553-62b9c7b57f25,East argue music.,Sala 4,106,2024-12-16,16:00,18:18
CINEMARK,7f1c68be-335e-4fe4-b117-cc16c09c279d,Power.,Sala 2,141,2024-12-14,09:54,12:37
CINEMARK,b9593f86-2324-42dd-ab05-34d9b66e9655,Significant happy.,Sala 4,58,2024-12-10,04:00,06:32
CINEMARK,17a4c499-85cc-42a0-895f-2915cf1e661e,List what where.,Sala 4,159,2024-12-02,20:19,23:18
CINEMARK,d9da4cb3-46e4-4754-bd8d-1634beaa99e8,Know player start.,Sala 3,58,2024-12-20,19:40,20:47
CINEMARK,727d5763-eee2-4856-a3bb-63a7b0b18ac4,Doctor land.,Sala 1,181,2024-12-01,10:05,12:49
CINEMARK,af7227e9-1f9e-4566-b3f9-254ee1de9718,Full.,Sala 3,192,2024-12-05,09:17,10:25
CINEMARK,b92ba8e0-3fb7-4ea2-bda6-42279863d9e6,Spring option.,Sala 3,108,2024-12-18,01:58,03:23
CINEMARK,6dfff626-8e50-4a1d-8d02-7b619e4f7ab0,Brother least doctor.,Sala 2,94,2024-12-26,13:17,14:28
CINEMARK,bbf88f1a-7508-4163-9692-f703068549f5,Car partner drug.,Sala 5,173,2024-12-11,20:46,23:22
CINEMARK,6d12aaf2-6e0e-4003-8c33-2200ed4c4517,Report available.,Sala 4,51,2024-12-14,14:03,15:15
CINEMARK,bdbc6366-6a71-4212-8803-f3634fb080ff,Scientist such.,Sala 3,138,2024-12-20,17:31,20:31
CINEMARK,606503ef-78ac-4ea0-8e1a-211e426c93f0,Whose likely born.,Sala 1,72,2024-12-14,16:51,17:59
CINEMARK,f2ec8d1b-bfd0-4cbf-9e57-2cc58ead0234,Move rate.,Sala 3,125,2024-12-21,03:53,05:54
CINEMARK,db568776-73c5-4bb4-877a-eae56d93a727,Line.,Sala 1,134,2024-12-16,10:26,11:57
CINEMARK,1c34f5e3-1a8a-4743-9425-64866980a331,Watch month.,Sala 4,66,2024-12-31,02:00,04:28
CINEMARK,7ec4c2f8-685c-4011-90e5-3aab50e03f4b,Military lose soon.,Sala 4,64,2024-12-31,13:54,15:33
CINEMARK,51af604b-316e-42af-a26e-761e1f739613,Generation hospital industry.,Sala 4,93,2024-12-29,22:21,00:21
CINEMARK,aa121f2c-4a7e-4523-9a28-52f5298eb05a,Can condition national.,Sala 2,96,2024-12-06,17:49,20:42
CINEMARK,7d701aed-c819-415e-9e26-5c7d91a3d678,Hour scene.,Sala 5,183,2024-12-07,05:47,08:26
CINEMARK,2e1c7303-a8c3-486e-8f8d-659a8d9a6535,Instead large coach.,Sala 5,173,2024-12-10,12:55,14:44
CINEMARK,224e429b-27b0-48fc-8bd8-4b564bad7ccb,Art.,Sala 4,102,2024-12-01,09:00,10:59
CINEMARK,2143e3f2-c04a-48d6-bcdf-75c2e441d736,Mean college.,Sala 3,65,2024-12-01,20:11,22:02
CINEMARK,dba77cc6-c2b4-4af7-91f5-6dad428bd444,Nothing Mr affect.,Sala 5,189,2024-12-02,21:17,23:41
CINEMARK,687a9787-35bc-4625-998c-0c6368450d58,Environment brother early recent.,Sala 5,97,2024-12-19,10:53,13:45
CINEMARK,ebaa277f-69e8-4c34-9c94-e166444ea0fb,Everyone prepare.,Sala 4,116,2024-12-23,10:34,12:37
CINEMARK,9e359086-aa5b-4ec9-b636-8b0088b2a0d9,Sea live consumer gas.,Sala 3,69,2024-12-22,15:48,18:00
CINEMARK,51b2017d-a414-4ec4-926a-300a03ea608f,Everybody include.,Sala 3,58,2024-12-14,18:44,21:05
CINEMARK,4160f5b2-85ff-422b-b649-0506b0be5733,In expect hard.,Sala 5,78,2024-12-05,19:56,22:45
CINEMARK,f2c49f62-5c46-4225-9b74-0144d86fc861,Appear training.,Sala 1,105,2024-12-21,13:14,15:51
CINEMARK,c26ec192-fe38-4c9d-ac25-513f050a2a15,Model policy know.,Sala 3,65,2024-12-15,10:04,11:25
CINEMARK,f6ee611d-9fee-4f05-afad-7f20c98a96b6,Skin main.,Sala 4,106,2024-12-26,15:08,17:31
CINEMARK,19fbb099-6943-4a6c-8c5b-0e39e177701d,Law national why.,Sala 4,97,2024-12-15,15:44,18:36
CINEMARK,62948217-b643-4462-a32f-04fcdd9e9efb,Billion teach can.,Sala 1,71,2024-12-22,05:57,07:36
CINEMARK,e03152be-776f-4502-b7f0-a79044f4cdc6,Save thus.,Sala 2,148,2024-12-16,04:22,06:02
CINEMARK,aff82adc-c4e8-442c-b74a-4d4e362c9ea2,Environment stuff.,Sala 4,110,2024-12-07,23:52,01:29
CINEMARK,ccaf5a04-7ed7-463c-99c0-8cfb38ef698b,Central type.,Sala 3,80,2024-12-24,12:33,15:05
CINEMARK,424a9350-4446-4c35-8f26-893283416f59,Everything training.,Sala 2,69,2024-12-03,09:00,10:09
CINEMARK,4545b335-b275-47dd-816c-ee8b814872a8,Discover of.,Sala 4,155,2024-12-09,17:50,19:56
CINEMARK,976027e1-3b46-4fbf-88e3-11697db6f2f6,Cultural.,Sala 1,114,2024-12-26,13:47,16:01
CINEMARK,982012a6-3737-4216-b5eb-0a4b82c50a92,Window test.,Sala 4,174,2024-12-15,11:03,12:27
CINEMARK,cbfcda3d-0d85-49a6-8edf-f6e3364ca255,Especially listen thus.,Sala 2,117,2024-12-24,18:58,20:35
CINEMARK,3635cc83-ef65-4601-a56f-6653b76be154,Happen make.,Sala 1,159,2024-12-02,06:44,09:40
CINEMARK,65b23af1-76c6-4c74-906d-40a2541a11fc,Employee.,Sala 4,75,2024-12-24,09:40,12:22
CINEMARK,13dc93d9-a43c-4279-be2a-d0f760ac3a6f,Worker president.,Sala 4,123,2024-12-14,14:24,16:15
CINEMARK,129cfc5d-ae55-473b-b054-5739246420f0,Create baby think.,Sala 1,84,2024-12-03,12:22,13:44
CINEMARK,059d082e-0498-4277-b6f1-309748484fc3,We find right.,Sala 1,113,2024-12-04,11:00,13:43
CINEMARK,3feced8e-d6de-4847-85b6-3862f0fcc709,Help really his role.,Sala 1,140,2024-12-18,12:18,13:37
CINEMARK,1f53b32b-b376-41e8-a6fa-5f16474a2c2a,Yard answer.,Sala 2,134,2024-12-27,08:10,09:54
CINEMARK,cade9f91-5174-4bc7-ad94-260833b55ee4,Authority pretty ask.,Sala 5,183,2024-12-15,15:50,17:36
CINEMARK,72a12d46-b36a-4a48-a26f-e286b6348914,Imagine address detail.,Sala 3,60,2024-12-10,22:39,23:40
CINEMARK,ac5aacf3-72dc-4037-91ab-14598a07f359,Million beautiful behavior.,Sala 5,133,2024-12-16,16:03,18:11
CINEMARK,78a72726-91b4-412e-bbe2-f5741f5cf3d1,Mouth book cup.,Sala 5,112,2024-12-29,11:59,14:59
CINEMARK,d4784a1f-e06f-4181-955f-52869c04e442,He evening prevent.,Sala 1,194,2024-12-29,17:25,19:37
CINEMARK,c5136538-7ef6-4890-8495-52edc972448d,Both each.,Sala 3,154,2024-12-22,19:14,21:33
CINEMARK,29edfda9-c980-4b22-a08d-375139ff92ac,Baby game could.,Sala 4,95,2024-12-25,07:45,10:22
CINEMARK,f639dfc7-fa4b-4bea-b1f0-323bc3dd7b85,Resource director.,Sala 1,151,2024-12-21,14:30,16:25
CINEMARK,9582350d-f206-425b-8dea-a8b0edf40d19,Keep budget national.,Sala 2,95,2024-12-07,04:58,06:58
CINEMARK,2ed1b20b-f733-4c28-a257-f0d6b81610de,Series travel pattern.,Sala 2,133,2024-12-18,19:29,22:07
CINEMARK,642882d0-6c75-4770-8013-c6ef73d44672,Degree.,Sala 2,77,2024-12-29,03:24,04:29
CINEMARK,317db33a-fe82-4792-9ff2-d285a73b7647,Any present action.,Sala 4,191,2024-12-11,22:04,00:48
CINEMARK,f5107e42-244a-40c7-b527-edff2c40a832,Land past.,Sala 5,127,2024-12-02,23:59,01:20
CINEMARK,b2e9cb66-034c-4b9e-ab29-345b8fde85c0,Suddenly certainly trouble.,Sala 2,179,2024-12-12,16:45,19:10
CINEMARK,a774c29f-fc10-46a1-be3a-bb507bbe359c,Seem Mrs.,Sala 5,145,2024-12-26,12:28,15:08
CINEMARK,68d0515b-191c-4f96-ac9f-840cb12f544d,Wonder mean many.,Sala 2,94,2024-12-29,23:47,02:45
CINEMARK,dd19652d-4ac7-4a49-a93c-48a5625a9137,Analysis policy.,Sala 5,66,2024-12-16,10:39,13:32
CINEMARK,8b320183-3e7e-420e-b2a5-f321bca58d7b,Professional region beat.,Sala 5,56,2024-12-16,08:54,11:15
CINEMARK,6f56bd7c-143d-434f-8361-c12235545499,Culture feeling design.,Sala 2,171,2024-12-05,01:48,03:13
CINEMARK,5803ff55-c951-4a6c-9632-99d00008cc89,Raise begin administration.,Sala 1,153,2024-12-22,06:23,09:13
CINEMARK,128531d2-75be-499e-af4c-249d826174fb,Late set social.,Sala 4,132,2024-12-14,07:46,09:15
CINEMARK,dd9bb345-8a22-428d-81ca-0ec4903ee40c,Less through.,Sala 5,152,2024-12-25,00:08,01:54
CINEMARK,bca40f92-2980-4416-b745-602a71f22b14,Guess factor.,Sala 1,79,2024-12-28,16:18,19:07
CINEMARK,42528c2d-c392-417d-82c3-1ed78747846c,Total up.,Sala 1,171,2024-12-25,05:19,07:16
CINEMARK,d48803ff-33af-4631-a22c-fc1f31a59689,Each role across.,Sala 2,83,2024-12-14,02:18,04:53
CINEMARK,d8d4b581-a8dc-4580-be6c-ae09300b6646,That get base.,Sala 1,87,2024-12-25,23:01,01:13
CINEMARK,8815ea44-9244-4de8-9851-951dc81f965c,Shoulder reach stop worker.,Sala 1,134,2024-12-19,00:31,02:28
CINEMARK,342af6f3-a5ce-49a9-bf19-38d96a2706f9,Never seat.,Sala 2,89,2024-12-13,21:17,23:32
CINEMARK,095fa971-8e86-4edc-bb18-0538ce60c528,Hour wrong protect.,Sala 3,96,2024-12-14,04:35,06:35
CINEMARK,84a47f69-9bca-4129-a4e7-8902df243c28,Subject including appear.,Sala 2,75,2024-12-19,20:28,22:06
CINEMARK,7de4122e-98e1-4911-819c-f951d7ba009b,Gas state image girl.,Sala 2,75,2024-12-19,17:53,19:06
CINEMARK,7bbeeabd-28ee-4e54-9abe-4739f376da0f,Seven within.,Sala 2,187,2024-12-21,17:48,20:38
CINEMARK,ac633a01-e171-4a76-a03e-b7e8c2d59f82,List develop.,Sala 3,113,2024-12-07,06:28,08:02
CINEMARK,970dac4e-bb3d-413b-bdf1-83a233c494e3,Address listen that.,Sala 2,110,2024-12-02,03:32,05:19
CINEMARK,f2df3942-468d-44ba-9e25-cd3bb15e716b,Knowledge why service.,Sala 3,61,2024-12-05,00:04,02:29
CINEMARK,6662a486-8785-490e-9265-f564380bf833,Develop.,Sala 1,127,2024-12-13,13:22,15:27
CINEMARK,4f539684-5e08-4a4f-a963-663460bbfe6c,Development music.,Sala 4,182,2024-12-31,13:31,15:37
CINEMARK,f9171454-1054-4bd9-b08f-dcc093d0b0dc,Check film else.,Sala 1,105,2024-12-20,17:42,18:55
CINEMARK,8e7def8b-3259-4f69-9524-dcda43bbfc21,Member.,Sala 3,179,2024-12-17,00:53,03:12
CINEMARK,bb119bb1-b034-4443-b183-5f61cb411052,Less art lawyer.,Sala 2,167,2024-12-16,13:58,16:32
CINEMARK,c9747c7c-c904-412f-9cd2-7241df1f3c92,Tough it east.,Sala 5,133,2024-12-15,07:23,08:42
CINEMARK,9ccdda0b-3ac9-4147-ad65-fdcd656b7571,Service federal.,Sala 2,141,2024-12-05,17:59,20:16
CINEMARK,1cc12b00-b39b-4315-84b1-3ddb6de73257,Know difficult.,Sala 5,161,2024-12-19,00:25,02:13
CINEMARK,39f67f35-f0af-45dc-9f96-58bcce95f981,General defense.,Sala 5,123,2024-12-19,07:51,08:59
CINEMARK,3627edbc-bebc-49f4-a0c4-2a00c0ead781,Performance Congress political.,Sala 2,62,2024-12-13,07:55,09:53
CINEMARK,25bc31f5-9bbe-44eb-9b46-e66f6e1756a7,Bill nearly.,Sala 5,143,2024-12-11,05:25,07:25
CINEMARK,c2418916-66fa-4f8e-acb3-86c576efaddd,Evidence wish.,Sala 3,105,2024-12-13,02:25,04:22
CINEMARK,81fc90a6-b17d-40fe-a68d-5caec9e6ccaa,Possible him.,Sala 4,115,2024-12-26,02:03,03:14
CINEMARK,bd6e5912-fb3e-43a3-9376-f3c331ec63ea,Congress sort.,Sala 2,132,2024-12-30,15:58,17:36
CINEMARK,a840bfff-0700-4f7b-b016-236cc0495497,Social.,Sala 5,146,2024-12-06,03:26,05:50
CINEMARK,ae84c9f4-5766-47ee-a787-34b058d46826,City everything.,Sala 5,136,2024-12-04,21:38,00:11
CINEMARK,c92af4b2-45e0-49f2-937f-46482c2f070e,Eat yet human.,Sala 5,171,2024-12-15,14:22,16:42
CINEMARK,50974ccd-c515-4451-8b7c-644203897245,Month actually.,Sala 4,170,2024-12-25,17:59,19:28
CINEMARK,60d79f45-544d-4269-ba38-9798074510e0,Voice upon.,Sala 1,107,2024-12-18,19:40,20:59
CINEMARK,7382fff5-b169-4709-a2c7-ff65d95d1684,Material.,Sala 2,84,2024-12-29,19:46,22:28
CINEMARK,4b234057-4d6f-4729-8cc0-e31fa68c286e,Maybe front.,Sala 1,152,2024-12-25,19:54,22:10
CINEMARK,a11f5eac-ecdb-4f5b-acc0-99b956205e35,Central southern.,Sala 1,67,2024-12-25,08:45,09:51
CINEMARK,fd94b719-046b-4624-8b81-6a698adc70c8,Man itself.,Sala 1,132,2024-12-05,20:12,22:28
CINEMARK,c85fc034-27f0-492e-8625-0a9b9b304cc1,Media imagine.,Sala 5,107,2024-12-05,20:56,21:56
CINEMARK,376c95c3-3797-4ad7-8866-c777410825d5,Suddenly reality.,Sala 1,166,2024-12-20,18:51,21:25
CINEMARK,63b44aa3-90ac-4e30-97b5-f99187673564,Course simple.,Sala 2,154,2024-12-05,13:17,14:40
CINEMARK,96526bf8-17b1-4305-956c-3aeaa6d1dfdd,Mouth federal.,Sala 4,108,2024-12-28,09:03,10:15
CINEMARK,17f44b06-ae9a-4040-b135-b1d605b4eccc,Affect class low.,Sala 4,194,2024-12-30,00:41,02:24
CINEMARK,b00c5aa8-08fc-4268-b3ad-c60fed5e5971,Wall.,Sala 5,193,2024-12-14,03:33,06:22
CINEMARK,2362e2b6-2c36-43e4-a5ed-2a9fac2f911c,Become course decision.,Sala 2,63,2024-12-21,06:31,08:27
CINEMARK,f03cbadf-e50d-4ea6-aa7c-b29a8baaade4,Easy local.,Sala 3,94,2024-12-21,23:35,02:27
CINEMARK,bbb7c558-36e1-4486-b104-23bd24f99a81,Technology environmental.,Sala 5,187,2024-12-07,18:09,20:57
CINEMARK,f378bf32-7cbd-4101-ad1c-1ca0b780f0dd,Attack something spend.,Sala 3,73,2024-12-06,02:41,05:34
CINEMARK,0799ab91-c7b2-4ae6-a030-38dc45bc8197,Enjoy huge.,Sala 5,101,2024-12-24,10:11,12:02
CINEMARK,f49b7923-b191-4929-b001-826dfdf53cee,Me high.,Sala 3,154,2024-12-16,01:14,02:44
CINEMARK,85a1e496-b91f-43a1-9894-cffa25544c50,Standard well.,Sala 2,142,2024-12-07,23:02,01:38
CINEMARK,10847fb9-5708-404c-8c86-81539fa1df64,Pretty black couple.,Sala 5,186,2024-12-10,18:44,20:52
CINEMARK,50d99911-5e50-4847-a696-737f7c44a949,Safe.,Sala 1,96,2024-12-10,00:20,01:27
CINEMARK,f683eb54-b387-4afc-8b9d-158f10585b2f,Subject truth.,Sala 1,74,2024-12-11,02:40,04:31
CINEMARK,8ac1535f-7a91-4b05-b68c-81ad9e0f9785,Involve a.,Sala 5,112,2024-12-26,17:17,19:57
CINEMARK,456ae16a-f48e-4423-80c3-5d9192682d29,Down major.,Sala 3,94,2024-12-01,21:19,22:23
CINEMARK,f49a4239-f1b7-4b6e-b0e3-5bd8274815fb,Goal use high.,Sala 1,89,2024-12-07,01:04,04:01
CINEMARK,6e14366c-8161-43fb-bd99-cce0656105b7,Operation.,Sala 3,140,2024-12-18,21:06,22:12
CINEMARK,885554c0-1a85-42d4-823f-c1b821595838,Middle beat identify.,Sala 3,189,2024-12-08,21:08,22:27
CINEMARK,b55cb5c1-b41d-47d6-86b6-6866821c9197,Short.,Sala 3,189,2024-12-19,17:19,18:57
CINEMARK,95ea8a09-5e02-4380-b7c5-90ea33f026c1,Receive language.,Sala 3,109,2024-12-02,09:21,11:34
CINEMARK,1babc4cb-eb3a-4582-8a8f-08eab1d78f4f,Evidence like.,Sala 5,193,2024-12-11,17:15,18:54
CINEMARK,b60048cc-93a0-423d-a670-09acb90b16d8,Must cost not.,Sala 2,116,2024-12-26,08:06,10:08
CINEMARK,ac9b9d45-651f-4630-879a-f285fc204426,Ability mouth.,Sala 3,74,2024-12-26,04:19,06:52
CINEMARK,353870ac-7709-44c7-834e-e8da7757a000,Toward money.,Sala 4,145,2024-12-14,01:54,03:10
CINEMARK,fce76085-c7a3-4ca6-abff-762587a66b39,Enter ready.,Sala 1,53,2024-12-11,00:43,03:21
CINEMARK,c6f8ceac-2033-44d4-9a36-6d72da7768bf,Society dark discuss.,Sala 5,72,2024-12-27,23:07,01:59
CINEMARK,9a5a03b9-64cb-4420-8999-0f371d27f0a0,Usually up blood picture.,Sala 2,184,2024-12-21,07:45,09:28
CINEMARK,5cfeb93d-45d5-4cf4-a888-11308dafe6c4,Family among never.,Sala 1,95,2024-12-19,23:24,01:13
CINEMARK,ee48646c-3271-4b24-8de5-b0c68e4b23b1,Beautiful line.,Sala 2,158,2024-12-19,05:50,06:54
CINEMARK,8f01fd44-efe6-4d5b-8f7d-f6002af873a4,Sister move may.,Sala 2,144,2024-12-06,05:31,06:35
CINEMARK,d141c763-d9c2-40fa-ba01-b42e2a388e00,Low lay their act.,Sala 4,148,2024-12-29,13:25,15:04
CINEMARK,6fcbb622-851a-454f-b546-a3aeccb30004,Sell trip letter.,Sala 4,115,2024-12-16,19:55,22:08
CINEMARK,ab3b0758-63eb-470c-a64b-bf32279fd298,Task team cut.,Sala 4,62,2024-12-23,17:31,19:18
CINEMARK,1c742950-80cb-43fd-8d11-af8737299b1f,Party special provide no.,Sala 2,130,2024-12-22,09:29,11:39
CINEMARK,45296451-829c-43d4-849c-8017a72a9802,Piece hard.,Sala 1,145,2024-12-14,16:35,18:02
CINEMARK,8b411a17-4b2a-41bf-b569-9b1c7b96fa88,Recently toward.,Sala 5,105,2024-12-29,03:26,05:37
CINEMARK,7c7fea73-e134-4aa6-af6d-6dee426c5b0a,Open second.,Sala 4,129,2024-12-03,00:26,02:26
CINEMARK,54cf2dde-f6b1-4e44-87f8-6b52cb8ead5d,Along understand.,Sala 3,90,2024-12-15,00:52,03:04
CINEMARK,95a1ee31-f7f7-4afc-a0c8-0b1f9de0ae18,You apply brother.,Sala 3,142,2024-12-24,08:55,10:20
CINEMARK,5ff86257-7cd3-459c-9948-51e58afb27bc,Also able explain.,Sala 4,108,2024-12-11,06:28,08:15
CINEMARK,1aa71b6f-9f36-4674-8380-85e02677fa87,Movement.,Sala 3,198,2024-12-02,07:37,08:55
CINEMARK,631a7315-b674-4681-80db-d5031c3ec955,Wide quality.,Sala 5,140,2024-12-07,18:26,20:55
CINEMARK,328d8abd-2765-4508-98e2-6809010eff50,Tonight like staff.,Sala 1,87,2024-12-16,10:24,12:09
CINEMARK,228faa08-de40-463d-b31e-cddfd5235f0a,Shoulder surface another.,Sala 1,61,2024-12-19,12:08,14:40
CINEMARK,222f0b7e-5b6c-459e-aba8-e05de64e70f5,Side sound sport event.,Sala 2,156,2024-12-19,14:55,16:20
CINEMARK,97df4784-aa11-4694-ba5b-7b691a3a016b,Even notice line new.,Sala 1,95,2024-12-02,13:46,15:26
CINEMARK,7785b9e9-b7d4-41a4-b010-a5d43255b16e,Store structure agreement.,Sala 1,86,2024-12-26,22:36,01:32
CINEMARK,b4386316-e3fc-4407-b7cc-5f1da48ccfa0,Yes operation focus.,Sala 2,197,2024-12-20,13:07,14:23
CINEMARK,bb1274fc-94a8-494e-9bfb-7dbd76d38a0c,Recently available Mrs.,Sala 1,118,2024-12-11,01:38,02:59
CINEMARK,d07b337d-37ed-4512-9f26-800d0a0f0cfa,Magazine fly.,Sala 5,94,2024-12-11,22:59,01:42
CINEMARK,f45ca88c-57e4-44c1-acf9-c0651142775c,Increase baby.,Sala 1,101,2024-12-19,23:56,01:20
CINEMARK,2978d36c-07aa-46bc-8849-42377ca9d2a3,Bill gas.,Sala 1,171,2024-12-12,10:48,13:08
CINEMARK,c027ebe0-2162-442c-9183-c8360a20535a,Act serious.,Sala 2,199,2024-12-31,07:57,09:01
CINEMARK,e8e65723-0511-4c61-9dcd-acbe6c4a308a,Catch paper.,Sala 4,189,2024-12-02,11:50,13:22
CINEMARK,05ce2634-4d2f-48cb-9d46-b44f56faf11a,Anyone focus.,Sala 1,67,2024-12-15,06:41,08:26
CINEMARK,daceffd3-8f68-4d36-b703-ee8c1be5e353,Argue drug.,Sala 1,160,2024-12-16,17:36,18:57
CINEMARK,d51dafb0-5a18-49eb-b4c2-321d9f2d88b4,Smile edge.,Sala 3,198,2024-12-12,21:27,22:27
CINEMARK,f607fb46-0a4a-4c2c-95e6-4a0a0bd7bbd3,Open bit indeed.,Sala 5,181,2024-12-11,09:53,11:57
CINEMARK,f27f58bf-8638-43da-9e99-d93d48c63f9b,Top experience.,Sala 4,101,2024-12-28,05:05,06:40
CINEMARK,872974bb-786e-4687-8ee5-ddf9cfcce2cd,Technology garden.,Sala 2,140,2024-12-04,19:18,21:41
CINEMARK,ad2a965e-dde1-406d-a600-70202022ee4e,Pass allow.,Sala 1,111,2024-12-04,19:07,21:43
CINEMARK,08df2780-b7c0-45ef-99ed-7db8641f4f91,Painting country project.,Sala 1,105,2024-12-29,04:43,05:56
CINEMARK,8a988edf-f8f3-475c-a500-74e4f0c956ab,Outside.,Sala 3,161,2024-12-17,15:15,17:13
CINEMARK,501df6f4-c25e-424c-a55e-e5013ef6125d,Area may degree.,Sala 2,141,2024-12-26,07:19,09:01
